risk_id,risk_type,entity_type,entity_name,month_or_snapshot,channel,store_id,brand,sku,key_metric,metric_value,risk_level,risk_reason,recommended_action,owner_department
RISK000112,Negative Store CM,Store,Himaxx Qingdao Warehouse 51,2026-02-01,Himaxx Warehouse Outlet,S051,,,store_cm,-9763.87,High,Store contribution margin is negative.,"Review rent, payroll, gross margin, local marketing, and store positioning.",Store Operations / Finance
RISK000113,Negative Store CM,Store,Himaxx Shanghai Warehouse 52,2026-02-01,Himaxx Warehouse Outlet,S052,,,store_cm,-14722.14,High,Store contribution margin is negative.,"Review rent, payroll, gross margin, local marketing, and store positioning.",Store Operations / Finance
RISK000114,Negative Store CM,Store,Himaxx Chongqing Warehouse 53,2026-02-01,Himaxx Warehouse Outlet,S053,,,store_cm,-1604.22,High,Store contribution margin is negative.,"Review rent, payroll, gross margin, local marketing, and store positioning.",Store Operations / Finance
RISK000115,Negative Store CM,Store,Himaxx Xiamen Warehouse 55,2026-02-01,Himaxx Warehouse Outlet,S055,,,store_cm,-14135.99,High,Store contribution margin is negative.,"Review rent, payroll, gross margin, local marketing, and store positioning.",Store Operations / Finance
RISK000116,Negative Store CM,Store,Himaxx Nanjing Warehouse 56,2026-02-01,Himaxx Warehouse Outlet,S056,,,store_cm,-7955.39,High,Store contribution margin is negative.,"Review rent, payroll, gross margin, local marketing, and store positioning.",Store Operations / Finance
RISK000117,Negative Store CM,Store,Himaxx Shanghai Warehouse 57,2026-02-01,Himaxx Warehouse Outlet,S057,,,store_cm,-45836.51,High,Store contribution margin is negative.,"Review rent, payroll, gross margin, local marketing, and store positioning.",Store Operations / Finance
RISK000118,Negative Store CM,Store,Himaxx Xiamen Warehouse 58,2026-02-01,Himaxx Warehouse Outlet,S058,,,store_cm,-36729.74,High,Store contribution margin is negative.,"Review rent, payroll, gross margin, local marketing, and store positioning.",Store Operations / Finance
RISK000119,Negative Store CM,Store,Himaxx Suzhou Warehouse 59,2026-02-01,Himaxx Warehouse Outlet,S059,,,store_cm,-37214.33,High,Store contribution margin is negative.,"Review rent, payroll, gross margin, local marketing, and store positioning.",Store Operations / Finance
RISK000120,Negative Store CM,Store,Himaxx Xi'an Warehouse 60,2026-02-01,Himaxx Warehouse Outlet,S060,,,store_cm,-6216.21,High,Store contribution margin is negative.,"Review rent, payroll, gross margin, local marketing, and store positioning.",Store Operations / Finance
RISK000121,Negative Store CM,Store,Himaxx Xiamen Warehouse 61,2026-02-01,Himaxx Warehouse Outlet,S061,,,store_cm,-23572.45,High,Store contribution margin is negative.,"Review rent, payroll, gross margin, local marketing, and store positioning.",Store Operations / Finance
RISK000122,Negative Store CM,Store,Himaxx Xi'an Warehouse 62,2026-02-01,Himaxx Warehouse Outlet,S062,,,store_cm,-28753.6,High,Store contribution margin is negative.,"Review rent, payroll, gross margin, local marketing, and store positioning.",Store Operations / Finance
RISK000123,Negative Store CM,Store,Himaxx Nanjing Warehouse 63,2026-02-01,Himaxx Warehouse Outlet,S063,,,store_cm,-68232.54,High,Store contribution margin is negative.,"Review rent, payroll, gross margin, local marketing, and store positioning.",Store Operations / Finance
RISK000124,Negative Store CM,Store,Himaxx Tianjin Warehouse 65,2026-02-01,Himaxx Warehouse Outlet,S065,,,store_cm,-27406.24,High,Store contribution margin is negative.,"Review rent, payroll, gross margin, local marketing, and store positioning.",Store Operations / Finance
RISK000125,Negative Store CM,Store,Himaxx Tianjin Warehouse 66,2026-02-01,Himaxx Warehouse Outlet,S066,,,store_cm,-50824.28,High,Store contribution margin is negative.,"Review rent, payroll, gross margin, local marketing, and store positioning.",Store Operations / Finance
RISK000126,Negative Store CM,Store,Himaxx Beijing Warehouse 67,2026-02-01,Himaxx Warehouse Outlet,S067,,,store_cm,-14939.94,High,Store contribution margin is negative.,"Review rent, payroll, gross margin, local marketing, and store positioning.",Store Operations / Finance
RISK000127,Negative Store CM,Store,Himaxx Suzhou Warehouse 68,2026-02-01,Himaxx Warehouse Outlet,S068,,,store_cm,-22269.29,High,Store contribution margin is negative.,"Review rent, payroll, gross margin, local marketing, and store positioning.",Store Operations / Finance
RISK000128,Negative Store CM,Store,Himaxx Beijing Warehouse 69,2026-02-01,Himaxx Warehouse Outlet,S069,,,store_cm,-28850.82,High,Store contribution margin is negative.,"Review rent, payroll, gross margin, local marketing, and store positioning.",Store Operations / Finance
RISK000129,Negative Store CM,Store,Himaxx Changsha Warehouse 70,2026-02-01,Himaxx Warehouse Outlet,S070,,,store_cm,-75033.35,High,Store contribution margin is negative.,"Review rent, payroll, gross margin, local marketing, and store positioning.",Store Operations / Finance
RISK000130,Negative Store CM,Store,Himaxx Qingdao Warehouse 71,2026-02-01,Himaxx Warehouse Outlet,S071,,,store_cm,-18814.56,High,Store contribution margin is negative.,"Review rent, payroll, gross margin, local marketing, and store positioning.",Store Operations / Finance
RISK000131,Negative Store CM,Store,Himaxx Changsha Warehouse 72,2026-02-01,Himaxx Warehouse Outlet,S072,,,store_cm,-45565.7,High,Store contribution margin is negative.,"Review rent, payroll, gross margin, local marketing, and store positioning.",Store Operations / Finance
RISK000132,Negative Store CM,Store,Himaxx Tianjin Warehouse 74,2026-02-01,Himaxx Warehouse Outlet,S074,,,store_cm,-10445.55,High,Store contribution margin is negative.,"Review rent, payroll, gross margin, local marketing, and store positioning.",Store Operations / Finance
RISK000133,Negative Store CM,Store,Himaxx Shenzhen Warehouse 75,2026-02-01,Himaxx Warehouse Outlet,S075,,,store_cm,-9120.88,High,Store contribution margin is negative.,"Review rent, payroll, gross margin, local marketing, and store positioning.",Store Operations / Finance
RISK000134,Negative Store CM,Store,Himaxx Nanjing Warehouse 76,2026-02-01,Himaxx Warehouse Outlet,S076,,,store_cm,-53274.38,High,Store contribution margin is negative.,"Review rent, payroll, gross margin, local marketing, and store positioning.",Store Operations / Finance
RISK000135,Negative Store CM,Store,Himaxx Nanjing Warehouse 2,2026-03-01,Himaxx Warehouse Outlet,S002,,,store_cm,-5360.16,High,Store contribution margin is negative.,"Review rent, payroll, gross margin, local marketing, and store positioning.",Store Operations / Finance
RISK000136,Negative Store CM,Store,Himaxx Shenzhen Warehouse 3,2026-03-01,Himaxx Warehouse Outlet,S003,,,store_cm,-34895.14,High,Store contribution margin is negative.,"Review rent, payroll, gross margin, local marketing, and store positioning.",Store Operations / Finance
RISK000137,Negative Store CM,Store,Himaxx Xiamen Warehouse 4,2026-03-01,Himaxx Warehouse Outlet,S004,,,store_cm,-25201.2,High,Store contribution margin is negative.,"Review rent, payroll, gross margin, local marketing, and store positioning.",Store Operations / Finance
RISK000138,Negative Store CM,Store,Himaxx Changsha Warehouse 5,2026-03-01,Himaxx Warehouse Outlet,S005,,,store_cm,-49330.99,High,Store contribution margin is negative.,"Review rent, payroll, gross margin, local marketing, and store positioning.",Store Operations / Finance
RISK000139,Negative Store CM,Store,Himaxx Qingdao Warehouse 6,2026-03-01,Himaxx Warehouse Outlet,S006,,,store_cm,-46167.25,High,Store contribution margin is negative.,"Review rent, payroll, gross margin, local marketing, and store positioning.",Store Operations / Finance
RISK000140,Negative Store CM,Store,Himaxx Wuhan Warehouse 7,2026-03-01,Himaxx Warehouse Outlet,S007,,,store_cm,-30602.47,High,Store contribution margin is negative.,"Review rent, payroll, gross margin, local marketing, and store positioning.",Store Operations / Finance
RISK000141,Negative Store CM,Store,Himaxx Changsha Warehouse 8,2026-03-01,Himaxx Warehouse Outlet,S008,,,store_cm,-3274.21,High,Store contribution margin is negative.,"Review rent, payroll, gross margin, local marketing, and store positioning.",Store Operations / Finance
RISK000142,Negative Store CM,Store,Himaxx Changsha Warehouse 9,2026-03-01,Himaxx Warehouse Outlet,S009,,,store_cm,-3642.36,High,Store contribution margin is negative.,"Review rent, payroll, gross margin, local marketing, and store positioning.",Store Operations / Finance
RISK000143,Negative Store CM,Store,Himaxx Changsha Warehouse 10,2026-03-01,Himaxx Warehouse Outlet,S010,,,store_cm,-23604.57,High,Store contribution margin is negative.,"Review rent, payroll, gross margin, local marketing, and store positioning.",Store Operations / Finance
RISK000144,Negative Store CM,Store,Himaxx Chengdu Warehouse 11,2026-03-01,Himaxx Warehouse Outlet,S011,,,store_cm,-23791.37,High,Store contribution margin is negative.,"Review rent, payroll, gross margin, local marketing, and store positioning.",Store Operations / Finance
RISK000145,Negative Store CM,Store,Himaxx Beijing Warehouse 12,2026-03-01,Himaxx Warehouse Outlet,S012,,,store_cm,-18492.75,High,Store contribution margin is negative.,"Review rent, payroll, gross margin, local marketing, and store positioning.",Store Operations / Finance
RISK000146,Negative Store CM,Store,Himaxx Tianjin Warehouse 14,2026-03-01,Himaxx Warehouse Outlet,S014,,,store_cm,-38407.18,High,Store contribution margin is negative.,"Review rent, payroll, gross margin, local marketing, and store positioning.",Store Operations / Finance
RISK000147,Negative Store CM,Store,Himaxx Hangzhou Warehouse 15,2026-03-01,Himaxx Warehouse Outlet,S015,,,store_cm,-12689.52,High,Store contribution margin is negative.,"Review rent, payroll, gross margin, local marketing, and store positioning.",Store Operations / Finance
RISK000148,Negative Store CM,Store,Himaxx Chengdu Warehouse 16,2026-03-01,Himaxx Warehouse Outlet,S016,,,store_cm,-6672.42,High,Store contribution margin is negative.,"Review rent, payroll, gross margin, local marketing, and store positioning.",Store Operations / Finance
RISK000149,Negative Store CM,Store,Himaxx Hangzhou Warehouse 17,2026-03-01,Himaxx Warehouse Outlet,S017,,,store_cm,-39245.77,High,Store contribution margin is negative.,"Review rent, payroll, gross margin, local marketing, and store positioning.",Store Operations / Finance
RISK000150,Negative Store CM,Store,Himaxx Xi'an Warehouse 18,2026-03-01,Himaxx Warehouse Outlet,S018,,,store_cm,-23435.51,High,Store contribution margin is negative.,"Review rent, payroll, gross margin, local marketing, and store positioning.",Store Operations / Finance
RISK000151,Negative Store CM,Store,Himaxx Qingdao Warehouse 19,2026-03-01,Himaxx Warehouse Outlet,S019,,,store_cm,-25621.85,High,Store contribution margin is negative.,"Review rent, payroll, gross margin, local marketing, and store positioning.",Store Operations / Finance
RISK000152,Negative Store CM,Store,Himaxx Shanghai Warehouse 20,2026-03-01,Himaxx Warehouse Outlet,S020,,,store_cm,-5948.14,High,Store contribution margin is negative.,"Review rent, payroll, gross margin, local marketing, and store positioning.",Store Operations / Finance
RISK000153,Negative Store CM,Store,Himaxx Changsha Warehouse 21,2026-03-01,Himaxx Warehouse Outlet,S021,,,store_cm,-22205.22,High,Store contribution margin is negative.,"Review rent, payroll, gross margin, local marketing, and store positioning.",Store Operations / Finance
RISK000154,Negative Store CM,Store,Himaxx Xiamen Warehouse 22,2026-03-01,Himaxx Warehouse Outlet,S022,,,store_cm,-14247.35,High,Store contribution margin is negative.,"Review rent, payroll, gross margin, local marketing, and store positioning.",Store Operations / Finance
RISK000155,Negative Store CM,Store,Himaxx Chongqing Warehouse 24,2026-03-01,Himaxx Warehouse Outlet,S024,,,store_cm,-64094.27,High,Store contribution margin is negative.,"Review rent, payroll, gross margin, local marketing, and store positioning.",Store Operations / Finance
RISK000156,Negative Store CM,Store,Himaxx Hangzhou Warehouse 25,2026-03-01,Himaxx Warehouse Outlet,S025,,,store_cm,-12260.72,High,Store contribution margin is negative.,"Review rent, payroll, gross margin, local marketing, and store positioning.",Store Operations / Finance
RISK000157,Negative Store CM,Store,Himaxx Chengdu Warehouse 27,2026-03-01,Himaxx Warehouse Outlet,S027,,,store_cm,-65179.66,High,Store contribution margin is negative.,"Review rent, payroll, gross margin, local marketing, and store positioning.",Store Operations / Finance
RISK000158,Negative Store CM,Store,Himaxx Chongqing Warehouse 28,2026-03-01,Himaxx Warehouse Outlet,S028,,,store_cm,-56256.3,High,Store contribution margin is negative.,"Review rent, payroll, gross margin, local marketing, and store positioning.",Store Operations / Finance
RISK000159,Negative Store CM,Store,Himaxx Suzhou Warehouse 29,2026-03-01,Himaxx Warehouse Outlet,S029,,,store_cm,-19229.12,High,Store contribution margin is negative.,"Review rent, payroll, gross margin, local marketing, and store positioning.",Store Operations / Finance
RISK000160,Negative Store CM,Store,Himaxx Beijing Warehouse 30,2026-03-01,Himaxx Warehouse Outlet,S030,,,store_cm,-15083.67,High,Store contribution margin is negative.,"Review rent, payroll, gross margin, local marketing, and store positioning.",Store Operations / Finance
RISK000161,Negative Store CM,Store,Himaxx Xi'an Warehouse 31,2026-03-01,Himaxx Warehouse Outlet,S031,,,store_cm,-46923.9,High,Store contribution margin is negative.,"Review rent, payroll, gross margin, local marketing, and store positioning.",Store Operations / Finance
RISK000162,Negative Store CM,Store,Himaxx Wuhan Warehouse 32,2026-03-01,Himaxx Warehouse Outlet,S032,,,store_cm,-2231.05,High,Store contribution margin is negative.,"Review rent, payroll, gross margin, local marketing, and store positioning.",Store Operations / Finance
RISK000163,Negative Store CM,Store,Himaxx Chongqing Warehouse 33,2026-03-01,Himaxx Warehouse Outlet,S033,,,store_cm,-35250.67,High,Store contribution margin is negative.,"Review rent, payroll, gross margin, local marketing, and store positioning.",Store Operations / Finance
RISK000164,Negative Store CM,Store,Himaxx Chongqing Warehouse 35,2026-03-01,Himaxx Warehouse Outlet,S035,,,store_cm,-68780.39,High,Store contribution margin is negative.,"Review rent, payroll, gross margin, local marketing, and store positioning.",Store Operations / Finance
RISK000165,Negative Store CM,Store,Himaxx Nanjing Warehouse 36,2026-03-01,Himaxx Warehouse Outlet,S036,,,store_cm,-27833.65,High,Store contribution margin is negative.,"Review rent, payroll, gross margin, local marketing, and store positioning.",Store Operations / Finance
